"B_cell"	"T_cell.CD4"	"T_cell.CD8"	"Neutrophil"	"Macrophage"	"DC"
"TCGA-56-7580-11A"	0	0	0	0	1.31395300480807	0
"TCGA-56-7580-01A"	0	0	0	0.677964650634362	0	0
"TCGA-56-7582-11A"	0	0	0	0	1.20918129681954	0
"TCGA-56-7582-01A"	0	0	0	0	0	0.753469909432808
"TCGA-56-7730-11A"	0	0	0	0	1.27913500312762	0
"TCGA-56-7730-01A"	0	0	0.394957143767008	0	0	0
"TCGA-56-7731-11A"	0	0	0	2.02926768984418	0	0
"TCGA-56-7731-01A"	0	0	0	1.22197310653464	0	0
"TCGA-56-7822-01A"	0	0	0	0	0	1.11100829112199
"TCGA-56-7823-11A"	0	0	0	0	1.53394624564963	0
"TCGA-56-7823-01B"	0	0.416432192335657	0	0	0	0
"TCGA-56-8082-11A"	0	0	0	2.13635325915463	0	0
"TCGA-56-8082-01A"	0	0	0	0.598893476348698	0	0
"TCGA-56-8083-11A"	0	0	0	0	1.34347695882335	0
"TCGA-56-8083-01A"	0	0.488751026665923	0	0	0	0
"TCGA-56-8201-11A"	0	0	0	0	1.95472441946115	0
"TCGA-56-8201-01A"	0	0	0	0	0	1.73528657202495
"TCGA-56-8304-01A"	0	0	0	0.627572338735206	0	0
"TCGA-56-8305-01A"	0	0.773492295047292	0	0	0	0
"TCGA-56-8307-01A"	0.810425085399117	0	0	0	0	0
"TCGA-56-8308-01A"	0	0.814935562503825	0	0	0	0
"TCGA-56-8309-11A"	0	0	0	0	1.67031474097242	0
"TCGA-56-8309-01A"	0	1.47003460447563	0	0	0	0
"TCGA-56-8503-01A"	0	0	0	1.52262899097645	0	0
"TCGA-56-8504-01A"	0.704087080484405	0	0	0	0	0
"TCGA-56-8622-01A"	0	0.950635719709766	0	0	0	0
"TCGA-56-8623-11A"	0	0	0	0	1.5569014025769	0
"TCGA-56-8623-01A"	0	0	0	0	1.90921543205411	0
"TCGA-56-8624-01A"	0	0	0	0	0.878176083158924	0
"TCGA-56-8625-01A"	0	0	0	0	1.45865371038534	0
"TCGA-56-8626-01A"	0	0	1.00481393470235	0	0	0
"TCGA-56-8628-01A"	0	0	0	0	1.18264297948842	0
"TCGA-56-8629-01A"	0	0	0.851907403234596	0	0	0
"TCGA-56-A49D-01A"	0	0	0	0.807307566008836	0	0
"TCGA-56-A4BW-01A"	0	0	0.962347189282624	0	0	0
"TCGA-56-A4BX-01A"	0	0	0	0	0.357296184989798	0
"TCGA-56-A4BY-01A"	0	0.567497849809243	0	0	0	0
"TCGA-56-A4ZJ-01A"	0	0	0	0	1.34726469331997	0
"TCGA-56-A4ZK-01A"	0	0	0	0	0	0.800126505553581
"TCGA-56-A5DR-01A"	0	0	0	0.744056344353775	0	0
"TCGA-56-A5DS-01A"	0	0	0	0.767635348510683	0	0
"TCGA-56-A62T-01A"	0	0	0	0	0	0.954536207843035
"TCGA-58-8386-11A"	0	0	0	0	1.77746231323056	0
"TCGA-58-8386-01A"	0	0	0	0	1.15247717315696	0
"TCGA-58-8387-01A"	0	0	0	0.793947911648576	0	0
"TCGA-58-8388-01A"	0	0.91597549771493	0	0	0	0
"TCGA-58-8390-01A"	0	0	0	0.727659125055343	0	0
"TCGA-58-8391-01A"	0	0	0	0.526243927043003	0	0
"TCGA-58-8392-01A"	0	0	0.507331182345576	0	0	0
"TCGA-58-8393-01A"	0	0	0	1.04980790497665	0	0
"TCGA-58-A46J-01A"	0	0	0	0.700682847734379	0	0
"TCGA-58-A46K-01A"	0	0	0.495794246078662	0	0	0
"TCGA-58-A46L-01A"	0	0.68395319273252	0	0	0	0
"TCGA-58-A46M-01A"	0	0	0.661729841232027	0	0	0
"TCGA-58-A46N-01A"	0	0.37295421097466	0	0	0	0
"TCGA-60-2695-01A"	0.704669978150377	0	0	0	0	0
"TCGA-60-2696-01A"	0	0	0	0.898943221401743	0	0
"TCGA-60-2697-01A"	1.47833893007732	0	0	0	0	0
"TCGA-60-2698-01A"	0	0	0	0	1.22652317647698	0
"TCGA-60-2703-01A"	0	0	1.1974070578347	0	0	0
"TCGA-60-2704-01A"	1.76154081294255	0	0	0	0	0
"TCGA-60-2706-01A"	0.851573208326028	0	0	0	0	0
"TCGA-60-2707-01A"	0	0	0	1.55749924765841	0	0
"TCGA-60-2708-01A"	0	0	0	0	0	1.40991596554253
"TCGA-60-2709-11A"	0	0	0	2.24377010759671	0	0
"TCGA-60-2709-01A"	0	0	0	0	1.74248928218896	0
"TCGA-60-2710-01A"	0	0	0	0	0.898990398016635	0
"TCGA-60-2711-01A"	0	0.459540913113291	0	0	0	0
"TCGA-60-2712-01A"	1.49276834638916	0	0	0	0	0
"TCGA-60-2713-01A"	0	0	0	0	1.25806359575881	0
"TCGA-60-2714-01A"	0	1.227182240742	0	0	0	0
