"B_cell"	"T_cell.CD4"	"T_cell.CD8"	"Neutrophil"	"Macrophage"	"DC"
"TCGA-AC-A23H-01A"	0	0	0	0.68863137555822	0	0
"TCGA-AC-A2B8-01A"	0	0	0	0	0	1.15894799215119
"TCGA-AC-A2BK-01A"	0	0	0.686878630211556	0	0	0
"TCGA-AC-A2BM-01A"	0	0	0	0.678367695377268	0	0
"TCGA-AC-A2FB-11A"	0	0	0	0	1.34377688418645	0
"TCGA-AC-A2FB-01A"	1.56045251297479	0	0	0	0	0
"TCGA-AC-A2FE-01A"	0	0	0	1.45484240670481	0	0
"TCGA-AC-A2FF-11A"	0	0	0	0	1.17089798766831	0
"TCGA-AC-A2FF-01A"	0	0	0	0	1.16633582913241	0
"TCGA-AC-A2FG-01A"	0	0	0.835612459818813	0	0	0
"TCGA-AC-A2FK-01A"	0	0	0	1.21623633748608	0	0
"TCGA-AC-A2FM-11B"	0	0	0	1.05783347120963	0	0
"TCGA-AC-A2FM-01A"	0	0	0	0	0.442920101166542	0
"TCGA-AC-A2FO-01A"	0	1.14992878396031	0	0	0	0
"TCGA-AC-A2QH-01A"	0	0	0	0	0.965036021612612	0
"TCGA-AC-A2QI-01A"	0	0	0	0	1.01802130804734	0
"TCGA-AC-A2QJ-01A"	0	0	0	0	2.41131018324046	0
"TCGA-AC-A3BB-01A"	1.31142739842425	0	0	0	0	0
"TCGA-AC-A3EH-01A"	0	0	0	1.09585124847396	0	0
"TCGA-AC-A3HN-01A"	0	0	0	0	0	1.10044229631976
"TCGA-AC-A3OD-01A"	0	0	0	0	1.17985532109488	0
"TCGA-AC-A3QP-01A"	0	0	0	0	1.06133071464553	0
"TCGA-AC-A3QQ-01A"	0.866489518785621	0	0	0	0	0
"TCGA-AC-A3TM-01A"	0.801542533714113	0	0	0	0	0
"TCGA-AC-A3TN-01A"	0	0.618375855263595	0	0	0	0
"TCGA-AC-A3W5-01A"	0	0	0	1.42798446833199	0	0
"TCGA-AC-A3W6-01A"	1.17214704255172	0	0	0	0	0
"TCGA-AC-A3W7-01A"	0	0.817211970515289	0	0	0	0
"TCGA-AC-A3YI-01A"	0	0	0	1.12827033753477	0	0
"TCGA-AC-A3YJ-01A"	0	0	0	0	0.762361960038957	0
"TCGA-AC-A4ZE-01A"	0	0.596061848094389	0	0	0	0
"TCGA-AC-A5EH-01A"	0	0	0	1.11895905777939	0	0
"TCGA-AC-A5XS-01A"	0	0	0	0	1.15645420813089	0
"TCGA-AC-A5XU-01A"	0	0	0	0	0.668463293033494	0
"TCGA-AC-A62V-01A"	0	0	0	0	0.63003493303493	0
"TCGA-AC-A62X-01A"	0	0	0	1.30092634480547	0	0
"TCGA-AC-A62Y-01A"	0	0	0	0	1.32920063033169	0
"TCGA-AC-A6IV-01A"	0	0	0	0	1.30849737595462	0
"TCGA-AC-A6IW-01A"	0	0	0	0	0	1.77965430255678
"TCGA-AC-A6IX-06A"	1.06844049404662	0	0	0	0	0
"TCGA-AC-A6IX-01A"	0	0	0	0	0.900630807833652	0
"TCGA-AC-A6NO-01A"	0	0.517276264967815	0	0	0	0
"TCGA-AC-A7VB-01A"	0	0	0.445989013908834	0	0	0
"TCGA-AC-A7VC-01A"	0	0	0	0	1.32220317277047	0
"TCGA-AC-A8OP-01A"	0	0.709191384796942	0	0	0	0
"TCGA-AC-A8OQ-01A"	0	1.19796592037471	0	0	0	0
"TCGA-AC-A8OR-01A"	0	0.690243505708228	0	0	0	0
"TCGA-AC-A8OS-01A"	1.00322821221833	0	0	0	0	0
"TCGA-AN-A03X-01A"	0	0	0	0	0.800321124041209	0
"TCGA-AN-A03Y-01A"	0.643631893082248	0	0	0	0	0
"TCGA-AN-A041-01A"	0	0	0	0	0	0.718100000742256
